word,length,rt,freq
vouchsafes,7,939.63,1
vow,2,679.21,276
vowed,3,658.87,83
vowel,4,641.45,36
vowels,5,672.53,28
vowing,4,789.8,5
vows,3,669.64,331
voyage,4,624.63,306
voyages,6,722.97,17
voyeur,3,797.14,21
voyeuristic,8,1088.41,6
vulcanized,9,817.76,8
vulgar,5,658.26,167
vulgarity,9,830.46,18
vulnerability,13,811.57,41
vulnerable,9,738.79,437
vulture,5,749.61,90
vulva,5,738,6
vying,4,786.77,14
wack,3,785.12,87
wacky,4,758.59,164
wad,3,751.2,89
wadded,5,776.42,4
waddle,4,685.93,23
waded,5,734.39,11
wader,4,744.38,1
wads,4,841.78,9
wafer,4,750.45,15
waffle,4,674.47,108
waffles,5,749.06,132
waft,4,757.67,8
wag,3,778.67,26
wage,3,647.77,159
waged,4,657.63,26
wager,4,650.45,202
wages,5,640.09,198
wagged,4,744.45,6
wagging,5,785.63,24
waggle,4,741.96,20
waggled,5,638.74,2
waggling,6,865.79,4
waging,5,692.24,14
wagon,5,599.55,906
wagons,6,637.26,165
waif,3,689,17
wail,3,695.71,44
wailing,5,759.34,156
wails,4,786.79,45
wainscot,7,1248.5,2
waist,4,601.39,262
waistband,8,753.06,10
waistcoat,7,921.33,18
waistline,7,755.03,23
wait,3,573.63,42343
waited,5,628.24,1485
waiter,4,679.64,673
waiters,5,645.68,114
waiting,5,654.77,10767
waitress,6,599.93,588
waitresses,8,789.32,84
waits,4,650.06,307
waive,3,810.87,88
waived,4,695.66,35
waiver,4,713.48,49
wake,3,588.03,5366
waked,4,671.23,18
wakeful,5,740.73,6
wakefulness,8,963.09,4
waken,5,640.44,20
wakened,6,770.55,13
wakes,4,576,345
waking,5,618,447
walk,3,580.58,11009
walkabout,7,823.17,8
walkaway,6,783.78,2
walked,4,569.52,2737
walkers,5,598.63,26
walking,5,623.03,3826
walkout,5,738.81,93
walks,4,624.52,936
walkways,6,722.77,3
wall,3,613.45,3605
wallaby,6,839.55,27
uprisings,8,815.07,7
upriver,6,981.41,48
uproar,5,674.81,53
uproarious,8,1024.39,2
uproariously,10,1026.25,1
uproot,5,694.37,18
uprooted,7,798.24,14
ups,3,656.07,130
upset,5,706.55,3800
upsets,6,638.88,76
upsetting,7,710.87,218
upshot,5,804.13,20
upside,5,644,474
upstage,6,674.62,19
upstairs,7,587.15,3607
upstanding,9,793.73,56
upstart,7,683.85,21
upstate,6,696.1,131
upstream,7,641.94,51
upsurge,5,838.7,2
upswing,6,902.37,9
uptake,5,678.9,8
uptight,5,643,206
uptown,5,611.06,246
upturned,6,834.38,8
upward,5,710.97,86
upwards,6,754.86,46
uranium,8,824.41,109
urban,4,657,237
urbane,4,843.32,7
urbanization,9,894.19,1
urchin,4,767.83,22
urea,5,726.93,2
urethane,7,1063.47,5
urethra,7,832.65,12
urge,2,601.03,339
urged,3,619.79,57
urgency,6,760.15,73
urgent,5,674.53,758
urgently,7,783.59,59
urges,4,670.78,93
urging,4,678.12,56
urinal,6,826.25,39
urinals,7,742.06,11
urinary,8,747.39,20
urinate,7,723.64,56
urine,5,642.82,332
urn,2,816.16,99
urns,3,728.28,7
usable,6,859.3,27
usage,5,660.03,26
use,3,576.71,17536
useable,6,873.29,2
used,4,530.12,17551
useful,5,693.52,669
usefully,6,680.26,3
usefulness,8,684.9,28
useless,6,684.58,1017
uselessly,8,889.24,7
uselessness,9,949.62,5
user,4,642.55,79
users,5,687.71,63
uses,5,563.47,778
usher,3,643.59,121
ushered,4,731.87,5
using,5,633.67,3520
usual,6,603.81,1899
usually,7,620.06,3214
usurious,8,735,1
usurp,5,862.47,9
usurpation,8,962.79,2
usurped,6,1002.11,7
usurper,6,924.18,7
usury,5,996.17,5
utensil,7,738.44,12
utensils,8,770.97,33
uterine,7,1081,18
uterus,7,751.58,92
utilitarian,12,837.76,10
utilities,9,749.91,38
utility,8,665.03,114
utilization,9,850.75,9
utilize,6,658.15,45
utilized,7,721.39,16
utilizes,8,783.29,2
utilizing,8,753.82,18
utmost,6,850.67,118
utopian,8,853.09,15
utopianism,11,992.86,2
utopians,9,822.41,1
utter,3,740.52,257
utterance,6,758.96,11
utterances,8,888.44,4
uttered,4,725.27,41
uttering,5,699.69,6
utterly,5,761.22,249
uttermost,7,785.21,3
vacancies,8,906.89,38
vacancy,7,660.55,45
vacant,6,664.74,135
vacate,5,784.96,56
vacated,7,860.52,16
vacation,6,697.18,1673
vacationers,9,956.33,2
vacationing,8,931.4,26
vacations,7,749.06,93
vaccinate,7,879.72,6
vaccinating,9,1003.58,1
vaccination,8,880.9,38
vaccine,6,784.81,98
vacillate,7,827.55,1
vacuous,7,870.47,16
vacuum,6,687.97,294
vacuumed,7,798.21,30
vacuuming,8,818.84,31
vagabond,8,758.57,25
vagabonds,9,858.92,8
vagaries,7,754.25,3
vagary,6,936.6,2
vagina,6,756.62,258
vaginal,6,754.67,66
vagrant,7,793.86,32
vague,3,677.64,231
vaguely,5,701.42,129
vagueness,6,842.57,6
vaguest,6,995.57,14
vain,3,588.44,332
vale,3,790.38,75
valedictorian,13,946.26,63
valet,4,684.41,263
valiant,7,754.42,126
valiantly,9,814.39,18
valid,5,632.88,164
validate,7,647.91,41
validated,9,726.16,14
validating,9,839.34,5
validation,8,876.15,36
validity,8,703.33,30
valley,4,678.33,1275
valleys,5,675.82,52
valor,4,723.83,64
valuable,7,675.91,795
valuation,8,813.5,4
value,5,606.26,1097
valued,6,650.33,95
valueless,8,794.21,1
values,6,618.79,432
valve,4,605.79,247
valves,5,672.57,74
vamoose,5,975.33,30
vamp,4,719.27,47
vampire,6,623.58,894
vampires,7,699.18,459
vandal,5,727.17,15
vandalism,8,799.32,79
vandalize,7,769.5,7
vandals,6,719.33,46
vane,3,668.39,16
vanguard,7,794.52,26
vanilla,6,642.22,203
vanish,5,672.52,163
vanished,6,660.39,283
vanishes,7,714.1,38
vanishing,7,687.28,56
vanities,7,757.47,11
vanity,6,657.03,210
vanquish,7,792.3,243
vantage,6,815.08,39
vapor,4,643.12,31
vaporization,9,851.19,1
vaporize,6,787.69,18
vaporous,6,875.17,3
variability,11,923.06,2
variable,7,734.26,39
variables,8,663.25,52
variance,7,688.29,19
variant,7,720.03,9
variation,7,719.24,64
variations,8,773.52,48
varicose,7,911.62,14
varied,5,677.68,41
varies,5,705.06,28
varieties,8,786.91,33
variety,7,734.31,294
various,6,591.86,456
variously,8,751.5,3
varmint,7,1004.44,40
varnish,6,738.33,21
varnishes,8,811.13,1
varsity,7,676.69,89
vary,4,630.5,47
varying,6,753.38,35
vascular,8,670.78,86
vase,3,699.45,196
vasectomy,9,916.78,50
vases,5,762.86,28
vassal,4,854.67,38
vast,4,629.76,311
vaster,5,645.14,2
vastly,6,726.1,26
vat,3,748.21,76
vaudeville,7,771.44,58
vault,4,641.58,614
vaulting,6,763.53,11
vaults,5,635.72,46
veal,3,781.27,181
vector,5,637.93,78
vectors,6,732.75,34
veer,3,710.14,55
veered,4,801.65,17
veering,5,813.52,9
veers,4,803.89,11
veg,3,747.67,23
vegan,5,715.93,33
vegetable,7,775.47,291
vegetables,8,728.69,338
vegetarian,10,757.28,202
vehement,7,823.12,6
vehemently,9,798.2,12
vehicle,5,650.31,1153
vegetation,8,889.3,41
vehicles,6,688.1,306
vehicular,9,915.77,17
veil,3,647.07,151
veiled,4,777.13,27
veiling,5,780.76,1
veils,4,651.22,19
vein,3,654.81,183
veins,4,606.5,282
vellum,5,835.91,2
velocities,9,894.77,3
velocity,8,691.09,142
velour,5,914.5,22
velvet,6,642,320
velveteen,8,909.91,4
velvety,7,773.52,8
venal,4,796.18,15
vendetta,7,1007.39,62
vending,6,664.66,110
vendor,5,604.23,65
vendors,6,676.78,31
veneer,5,783.86,45
venerable,8,753.23,14
venerate,7,764.23,1
venerated,9,803.74,8
veneration,8,794.35,2
venereal,8,1120.87,26
vengeance,7,748,276
vengeful,6,773.17,51
venison,6,876.38,31
venom,5,780.59,119
venomous,7,892.31,27
venous,5,931.77,16
vent,4,675.19,225
vented,6,734.58,8
ventilate,7,811.34,20
ventilated,9,701.03,9
ventilates,8,867.46,1
ventilating,9,951.06,10
ventilation,8,776.91,110
ventilator,8,869.03,64
ventricle,8,798.43,30
ventricles,9,813.26,8
ventriloquism,13,1031.78,9
ventriloquist,13,1050.47,49
vents,5,628.22,85
venture,5,685.16,241
ventured,6,684.12,24
ventures,6,698.29,31
venturesome,7,1111.09,1
venue,5,678.9,73
veracity,8,910.09,21
veranda,7,811.96,39
verandah,7,1147.21,4
verandas,8,921.77,1
verb,3,631.18,54
verbal,4,641.34,149
verbalize,6,703.71,3
verbally,5,677.65,39
verbatim,7,790.04,17
verbiage,6,956.08,12
verbose,5,778.44,6
verbs,4,600.63,33
verdant,5,867.13,8
verdict,6,649.21,558
verge,3,714.39,167
verges,5,815.73,3
verified,7,718.59,105
verify,6,623.21,248
verification,10,792,46
verily,6,904.36,29
verisimilitude,13,1212,8
veritable,8,867.16,50
verity,6,808,3
vermicelli,8,893.4,5
vermilion,8,928.57,9
vermin,5,793.93,121
vermouth,5,881.56,50
vernacular,9,854.43,25
versatile,6,782.13,48
versatility,10,871.53,8
verse,3,742.47,238
versed,4,784.56,56
verses,5,729.13,56
version,4,601.18,828
versions,5,700.61,62
vertebrae,7,812.4,77
vertebral,8,921.53,6
vertebrate,8,812.8,7
vertebrates,9,933.1,3
vertex,6,775.14,2
vertical,6,658.88,141
vertigo,6,773.27,39
verve,3,739.78,12
very,4,633.71,63304
vesicle,7,828.68,2
vespers,6,810.14,16
vessel,4,741.37,477
vessels,5,680.97,154
vest,4,685.03,284
vestal,5,832.95,14
vested,6,741.81,111
vestibule,9,796.32,20
vestige,6,690.75,15
vestigial,9,848.61,14
vestment,8,749.04,2
vestments,9,853.11,5
vests,5,613.76,56
vet,3,665.75,296
veteran,7,708.94,191
veterans,8,812.68,95
unknown,5,620.38,774
unknowns,6,673.45,13
unlacing,7,892.39,1
unlamented,10,966.97,1
unlawful,6,707.97,39
unlearn,5,727.74,4
unleash,5,671.66,85
unleashed,6,639.39,52
unleashing,7,742.27,17
unleavened,7,785.3,1
unlicensed,8,795.1,20
unlikely,7,687.59,258
unlimited,9,754.33,143
unlisted,8,726.62,49
unload,5,644,235
unloaded,7,738.9,74
unloading,7,718.25,89
unloads,6,674.06,9
unlock,5,574.59,280
unlocked,6,678.53,194
unlocking,7,672,31
unlocks,6,623.09,17
unloose,5,879.61,1
unlovely,7,782.48,2
unluckily,8,742.42,4
unlucky,6,610.44,210
unmade,5,860.67,13
unmanageable,10,1002.53,9
unmannered,7,1098.16,2
unmarked,7,682.5,70
unmarried,7,669.18,104
unmask,6,788.81,14
unmasked,7,671.84,12
unmatched,6,814.1,7
unmentionable,10,1057.63,10
unmixed,7,724,1
unmodified,9,997.26,2
unmistakable,11,901.73,45
unmistakably,12,975.93,4
unmitigated,11,1008.13,25
unmolested,10,900.48,2
unmotivated,11,803.52,8
unnameable,8,1202.11,2
unnamed,6,930.07,25
unnatural,8,743.15,140
unnaturally,9,866.55,6
unnecessarily,12,945,41
unnecessary,10,815.81,316
unneeded,7,945.24,3
unnerve,5,874.2,8
unnerving,7,948.94,18
unnoticed,8,784.6,62
unnumbered,8,972.04,5
unobtainable,10,1117.17,6
unobtrusive,10,923.36,17
unobtrusively,12,1006.69,4
unoccupied,9,844.29,17
unofficial,7,916.25,50
unofficially,8,884.57,38
unopened,7,886.81,28
unorthodox,10,934.79,72
unpack,5,682.94,165
unpacking,7,748,57
unpaid,5,672.03,51
unparalleled,10,990.42,29
unpatriotic,11,1094,13
unpaved,6,703.45,3
unpick,5,789.7,2
unpleasant,8,661.26,311
unpleasantly,10,763.78,2
unpleasantness,11,1067.93,29
unpopular,9,704,66
unprecedented,13,1063,80
unpredictable,12,885.64,175
unpredictably,13,954.75,8
unprejudiced,11,1009.21,3
unprepared,9,781.41,78
unpremeditated,14,1206.22,7
unpretentious,11,1040.43,9
unquiet,7,877.05,2
unravel,6,666.77,49
unreadable,8,856.24,6
unprincipled,11,960.62,16
unprintable,10,892.87,3
unproductive,11,971.48,14
unprofessional,11,943.71,77
unprofitable,11,992.1,4
unpromising,10,1096.79,3
unprompted,10,906.58,1
unprotected,11,802.5,63
unproved,7,1020.57,1
unprovoked,9,998.03,24
unpublished,9,978.81,12
unpunished,8,811.22,36
unqualified,10,869.42,27
unrehearsed,8,998.57,5
unquestioningly,13,1099.17,1
unqualifiedly,12,1102.55,1
unquestionable,12,937.53,2
unquestionably,13,1000.24,14
unquestioned,10,874.33,13
unreal,6,673.88,127
unrealistic,11,730.74,56
unreason,6,793.43,2
unreasonable,9,757.06,194
unreasonably,10,801.58,9
unreasoning,8,898.03,4
unrecognizable,13,974.21,14
unrecognized,11,990.52,6
unrecoverable,11,1092.6,3
unredeemed,8,1043.43,1
unwrinkled,8,839.94,3
unwritten,6,752.31,32
unyielding,8,849.28,8
unreconstructed,15,1151.59,2
unrelated,9,676.1,54
unreleased,8,766.41,2
unrelenting,10,999.56,23
unreliable,9,759.34,85
unrelieved,8,1005.69,1
unremarkable,11,827.44,21
unremitting,9,1013.48,3
unrepentant,11,1167.78,12
unrequited,10,913.68,22
unreservedly,11,1073.12,2
unresolved,9,817.61,42
unresponsive,11,933.37,35
unrest,6,691.66,52
unrevealing,9,923.48,1
unrestrained,10,988.1,7
unrestricted,12,1002,11
unrewarding,10,810.06,3
unripe,5,961.17,2
unrivalled,7,958,5
unroll,5,651.82,9
unrolled,6,741.04,6
unromantic,10,1103.19,24
unruffled,7,895.5,2
unruly,6,775.77,36
unsaddle,6,927.94,3
unsafe,5,696.79,77
unsaid,5,711.45,37
unsalted,8,879.16,3
unsatisfactory,14,945.48,18
unsaturated,11,761.48,1
unsavory,7,845.37,39
unscathed,7,856.96,19
unschooled,7,948.96,3
unshakable,8,773.42,10
unscientific,11,1000.74,11
unscramble,9,815.45,11
unscrew,6,705.91,25
unscrewed,7,754.88,8
unscripted,10,863.19,3
unscrupulous,12,877.29,29
unsealed,6,693.52,4
unseasonable,9,906.86,4
unseasoned,7,743.45,1
unseat,5,791.41,3
unseeing,6,876.39,1
unseemly,7,786.97,25
unseen,5,693.48,110
unselfish,8,705,44
unselfishly,10,894.16,8
unsettle,6,734.81,3
unsettled,7,654.26,35
unsettling,8,717.31,41
unshakeable,8,928.53,2
unshaved,6,710.65,2
unshaven,6,714.07,6
unsheathe,5,950.5,1
unshielded,8,941.58,1
unsightly,7,739.13,19
unsigned,6,729.97,20
unsinkable,9,911.33,5
unskilled,7,724.31,3
unsmiling,8,1020.12,6
unsocial,6,753.58,4
unsold,6,702.13,7
unsolved,7,711.5,106
unsound,6,737.68,23
unspoken,8,674.77,58
unspotted,8,873.59,1
unsophisticated,14,967.78,15
unspeakable,9,828.16,95
unspecified,10,835.67,13
unspectacular,13,1035.3,3
unstable,7,782.31,260
unstained,7,951.88,3
unsteadily,9,878.13,1
unsteady,7,659.33,17
unstop,6,740.62,1
unstring,7,941.59,1
unstructured,10,937.76,2
unstrung,7,1037.41,6
unstuck,6,740.29,11
unstudied,8,803.63,1
unsuccessful,10,782.82,44
unsuccessfully,11,818.24,10
unsuitable,8,743.06,24
unsuited,7,803.23,5
unsullied,7,982.13,7
unsung,5,862.91,13
unsupportable,11,1029.75,2
unsupported,10,916.12,13
unsure,5,647.38,52
unsurpassed,8,972.68,13
unsuspecting,11,1001.36,53
unsympathetic,12,1044.55,22
untangle,7,749.62,15
untapped,6,813.84,16
unteach,5,891.03,1
untenable,8,867.06,10
unthinkable,9,788.77,69
unthinking,8,766.55,2
untidiness,9,882,1
untidy,6,726.28,21
untie,4,768.06,264
untied,5,784.26,55
untimely,7,942.89,44
untiring,7,878.13,6
untold,6,730.76,62
untouchable,8,806.56,44
untouched,6,726.15,52
untoward,8,1002,18
untracked,7,783.38,1
untraditional,11,989.21,1
untrained,7,856.41,22
untreated,8,791.06,9
untrue,5,724.03,74
untruth,6,693.53,5
untruthful,8,849.72,5
unused,6,824.29,32
unusual,8,630.94,1210
unusually,9,770.16,95
unutterable,8,1206.4,1
unutterably,9,1086.23,3
unuttered,6,1167.14,2
unvarnished,9,880.15,6
unveil,5,828.97,38
unveiled,6,867.87,14
unventilated,11,1072.17,1
unwanted,8,643.39,70
unwarrantable,11,926.48,1
unworthy,6,689.31,97
unwound,6,825.88,2
unwarranted,10,794.41,19
unwaveringly,10,1082.85,1
unwed,5,860.26,27
unwelcome,8,812.58,37
unwell,5,861,24
unwholesome,7,1136.79,6
unwieldy,7,897.76,6
unwilling,7,730.39,59
unwillingly,9,837.27,10
unwillingness,10,900.24,4
unwind,6,689.88,66
unwinding,8,914.28,6
unwire,5,726.11,1
unwired,6,690.38,1
unwise,5,664.94,48
unwisely,7,754.52,2
unwitting,7,774.9,14
unwittingly,9,809.2,21
unworn,6,880.03,1
unworkable,8,819.06,7
unzip,5,733.52,42
up,2,624.21,187170
upbeat,5,657.84,56
upbringing,8,946.1,59
upcoming,7,619.74,88
upcountry,8,978.4,7
update,5,558.19,252
updated,7,712.09,67
upend,5,920.75,1
upgrade,6,714.88,110
upgraded,8,747.47,50
upgrading,8,728.81,14
upheaval,6,822.21,20
upheld,6,776.19,19
uphill,5,713.44,48
uphold,6,609.53,123
upholding,8,761.68,13
upholds,7,741.82,3
upholstered,9,852,9
upholstery,9,722.76,59
upkeep,5,786.4,26
upland,6,743.76,2
uplift,6,672.53,13
uplifting,8,655,35
upped,3,815.96,44
upper,3,607,616
upperclassmen,10,910.6,6
uppercut,6,723.55,29
uppermost,7,778.44,5
uppity,5,904.25,42
upraised,6,901.27,2
upright,5,684.72,154
uprise,5,812.03,1
uprising,7,793.25,59
underachievers,10,1318.13,5
underage,6,979.56,111
underarm,7,861.69,4
underbelly,8,867.48,39
underbid,7,869.93,1
underbrush,8,844.31,9
undercarriage,9,955.87,20
underclassman,11,962.73,1
underclothes,8,769.16,5
underclothing,10,891.26,1
undercoat,7,766.58,1
undercover,8,775.5,598
undercurrent,10,879.79,8
undercut,7,727.74,8
underdog,7,739.25,49
underdone,7,754.37,5
underestimated,13,1116.12,128
underfed,7,1078.41,4
underestimate,11,954.24,258
underdeveloped,12,1127.47,10
underexpose,10,1097.31,1
underfoot,7,748.88,18
undergarment,11,859.21,7
undergo,6,767.16,42
undergoes,7,826.94,10
undergoing,8,676.94,35
undergone,7,672.89,33
undergrad,8,886.47,18
undergraduate,11,838.23,22
undergraduates,12,948.53,6
underground,9,687.12,613
undergrowth,8,699.31,3
underhand,8,775.22,17
underpants,9,709.79,150
underpass,7,761.26,13
underpay,6,794.19,3
underhanded,10,863.2,35
underpinning,9,954.72,3
underlay,6,765.33,96
underlies,7,749.18,2
underline,7,648.15,18
underlined,8,791.03,33
underling,7,930.7,8
underlining,9,867.28,5
underlying,8,712.37,64
undermanned,8,985.48,3
undermine,7,778.68,74
undermined,8,967.43,14
undermining,9,998.7,32
underpaid,7,714.56,26
underplay,8,743.53,1
underplayed,8,762.71,1
underprivileged,13,1010.66,37
underrate,7,951.29,11
underrated,9,859.19,29
underscore,8,736.33,3
underscored,9,930.34,1
undersea,6,904.9,40
undersecretary,13,1146.45,22
undersell,7,942.93,2
undersexed,9,1000.29,3
undershirt,7,776.97,15
undershoot,7,810.7,2
underside,7,804.71,12
undersize,7,695.76,1
undersized,8,754.71,4
understaffed,9,988.96,22
understand,9,743.09,24605
understandable,12,988.1,201
understandably,13,953.03,27
understanding,11,718.62,1117
understandings,12,974.93,5
understands,10,758.52,549
understate,8,859.61,5
understated,10,896.5,27
understatement,12,888.38,88
understood,8,622.03,1639
undertake,7,693.97,52
understudy,9,810.17,98
undertaken,9,734.94,30
undertaker,8,751.91,78
undertaking,9,705.73,40
undertakings,10,817.89,1
undertone,7,790.84,1
undertook,7,649.24,11
undertow,6,850.41,27
underwater,8,766.97,323
underway,6,878.37,148
underwear,7,671.91,1105
underweight,7,762.36,11
underwent,8,878.8,21
underworld,8,678.45,181
underwrite,7,861.45,11
underwriter,8,863.09,4
underwriters,9,810.09,17
underwriting,9,890.66,8
undeserved,8,837.87,7
undesirable,10,762.44,33
undetectable,11,768.94,29
undetected,10,787.5,57
undetermined,10,867.79,22
undeterred,7,1035.57,4
undeveloped,10,814.91,14
undid,5,919.43,13
undies,5,831.83,48
undigested,10,969.3,9
undignified,10,1010.84,30
undiluted,9,1041.24,8
undiminished,10,852.19,3
undimmed,6,920.54,1
undivided,9,765.15,47
undisciplined,11,932.73,20
undisclosed,10,917.26,11
undisguised,9,1046.11,1
undisputed,11,903.27,29
undistinguished,13,997.24,3
undisturbed,9,872.29,36
undo,4,613.48,223
undock,5,1053.08,1
undoing,6,752.25,35
undomesticated,14,1089.11,3
undone,5,686.03,125
undoubtedly,9,904.17,171
undreamed,7,885.68,5
undress,6,657.97,124
undressed,7,696.03,123
undressing,8,697.03,36
unequaled,8,836.65,4
unequalled,8,894.14,3
unerring,6,863.43,2
undrinkable,10,986.06,4
undue,4,785.81,29
undulate,7,828.2,1
undulated,9,870.38,1
undulating,9,895.68,5
unduly,6,816.24,24
undying,6,766.6,44
unearned,5,862.17,1
unearth,4,784,18
unearthed,5,839.82,26
unease,4,898.68,5
uneasily,7,832.84,1
uneasiness,8,861.12,9
uneasy,5,636.97,106
uneaten,5,851.13,8
uneducated,10,868.35,24
unemployed,8,713.73,186
unending,7,1106.92,25
unequal,7,742.08,10
unemotional,9,931.29,10
unemployable,10,988.9,9
unemployment,11,903.9,160
unendurable,10,1222.83,9
unenlightened,9,1146.88,4
unenviable,9,984.44,1
unequivocal,11,939.88,9
unequivocally,11,975.85,16
unerringly,8,1076.8,1
uneven,5,736.07,39
uneventful,9,974.57,40
unexpected,11,703.27,448
unexpectedly,13,885.81,90
unimpaired,8,1005.7,2
unimportant,10,976.26,125
unimpressed,9,965.8,16
unexplainable,12,899,35
unexplained,10,870.97,79
unexplored,10,708.87,23
unfailing,7,793.23,9
unfailingly,9,1087.74,2
unfair,5,637.29,502
unfaithful,7,736,120
unfamiliar,9,795.73,78
unfastened,7,827.68,10
unfathomable,9,983,15
unfavorable,9,796.97,14
unfeeling,7,704.15,33
unfettered,7,842.18,18
unfinished,8,748.09,179
unfit,5,739.71,79
unfertilized,9,864.86,2
unfitting,7,803.06,1
unfixed,7,721.79,1
unflagging,8,1032.64,4
unflappable,9,1063.52,7
unflattering,9,802.47,9
unflinching,9,1057.33,7
unfold,6,607.65,69
unfolded,8,685.55,15
unfolding,8,655.74,25
unfolds,7,688.52,23
unforeseen,8,963.1,29
unforgettable,10,792.74,48
unforgivable,10,797.78,100
unformed,7,816.19,4
unforseen,9,793.93,1
ungodly,7,916.27,30
unify,6,666.42,14
unifying,8,1023.18,9
unilaterally,12,959.75,15
unfortunate,10,794.6,604
unfortunately,12,883.03,1652
unfortunates,11,891.03,19
unfounded,8,817.85,31
unfriendly,9,722.38,53
unfrozen,7,718.52,9
unfulfilled,9,954.16,20
unfurl,5,919.05,4
unfurled,6,821.45,10
unfurnished,8,811.74,4
ungainly,7,939.73,3
ungallant,8,1018.44,2
ungenerous,9,1203.59,8
unglued,6,822.29,25
ungovernable,10,1130.07,1
ungoverned,8,957.53,3
ungracious,8,852.75,5
ungrateful,8,808.64,235
unguarded,8,752.47,36
unguided,7,1000.73,3
unhand,6,846.19,43
unhappiest,9,760.1,1
unhappily,8,671.15,32
unhappiness,9,750.03,59
unhappy,6,616.32,843
unhealthy,7,703.34,83
unheard,5,691.45,76
unheated,7,840.94,1
unheeded,7,847.6,6
unhesitatingly,13,1122.87,3
unhinge,6,951.42,1
unhinged,7,871.22,12
unhitched,6,982.25,2
unholy,6,711.94,68
unhook,5,693.38,44
unhorse,6,985.73,4
unhurriedly,9,941.67,1
unhurt,5,759,5
unicorn,8,689.84,126
unidentified,11,934.9,187
unidirectional,13,1093.94,1
unification,10,908.72,82
unified,7,829.43,59
unifies,7,840.27,2
uniform,8,570.94,1266
uniformed,9,691.72,29
uniformly,10,816.55,6
uniforms,9,727.42,403
uniformity,11,902.66,4
unilateral,11,962.83,15
unimaginative,12,1004.32,15
unimpeachable,10,1210.19,7
unimaginable,11,905.4,47
unimpeachably,11,1179.83,1
unimpressive,10,1096.93,12
unimproved,9,898.52,1
uninformed,9,926.68,15
uninhabitable,12,1141.16,16
uninhibited,11,906.69,12
uninitiated,11,918.67,1
uninjured,7,992.67,5
unit,5,621.47,1845
uninspired,9,939.93,18
unintelligible,12,1078.22,25
unintended,10,760.61,10
uninterested,12,986.32,5
uninteresting,12,816.31,16
uninterrupted,12,936.27,27
uninterruptedly,14,1075.05,1
uninvited,9,910.84,71
uninvolved,9,909.69,11
union,6,622.21,1111
unionist,9,695.15,1
unionize,8,906.08,5
unions,7,705.72,71
unique,5,639.39,696
uniquely,7,870.44,37
uniqueness,8,748.61,18
unisex,8,685.16,36
unison,6,817.57,21
unite,5,617.94,154
unities,7,742.2,1
uniting,7,900.76,15
units,6,631.09,1032
unity,6,628.82,138
universal,8,652.07,299
universally,9,843.06,27
universals,9,737,1
universe,7,637.21,1289
unjust,6,739.03,59
universities,11,854.67,71
university,10,811.09,1203
unjustified,10,736.65,8
unkempt,7,868.89,12
unkind,6,633.88,71
unknowing,6,747.72,13
unknowingly,8,757.29,18
tungsten,7,767.63,8
tunic,5,738.57,28
tuning,5,702,96
